,Tweets Ago,Media,Tweet,Date,Compound,Positive,Negative,Neutral
257,59,CNN,"RT @CNNent: .@LauraDern wins Best Performance by an Actress in a Supporting Role in a Series, Limited Series or TV Movie for @Big_Little_Li…",Mon Jan 08 02:20:30 +0000 2018,0.872,0.364,0.572,0.064
258,60,CNN,RT @CNNent: Sterling K. Brown makes #GoldenGlobes history as the first black actor to win for his leading performance in a TV drama. https:…,Mon Jan 08 02:19:48 +0000 2018,0.5859,0.147,0.853,0.0
259,61,CNN,"Oprah Winfrey may have squashed speculation of a potential presidential bid in 2020, but #GoldenGlobes host Seth Me… https://t.co/OXio4qeCQE",Mon Jan 08 02:16:26 +0000 2018,0.0,0.0,1.0,0.0
260,62,CNN,"RT @CNNent: James Franco wins Best Performance by an Actor in a Motion Picture - Musical or Comedy for @DisasterArtist #GoldenGlobes
https:…",Mon Jan 08 02:10:59 +0000 2018,0.886,0.38,0.62,0.0
261,63,CNN,Hollywood didn't just show up at the #GoldenGlobes intent on making a statement about women -- it also honored them. https://t.co/Xxb15ekJoc,Mon Jan 08 02:05:51 +0000 2018,0.5859,0.167,0.833,0.0
262,64,CNN,"RT @CNNent: ""This Is Me"" wins Best Original Song - Motion Picture for @GreatestShowman #GoldenGlobes
https://t.co/PRHEeV5dRV https://t.co/f…",Mon Jan 08 02:03:28 +0000 2018,0.8807,0.44,0.56,0.0
263,65,CNN,"Sorry, cat lovers, there's scientific proof that dogs are smarter https://t.co/9ADu2XYnwu https://t.co/N2MtNJAE9h",Mon Jan 08 02:00:19 +0000 2018,0.7269,0.383,0.539,0.078
264,66,CNN,"RT @CNNent: Alexandre Desplat wins Best Original Score - Motion Picture for @shapeofwater #GoldenGlobes
https://t.co/gCHqdBeTTE https://t.c…",Mon Jan 08 01:59:46 +0000 2018,0.8807,0.459,0.541,0.0
265,67,CNN,"RT @CNNent: Alexander Skarsgård wins Best Performance by an Actor in a Supporting Role in a Series, Limited Series or TV Movie for @Big_Lit…",Mon Jan 08 01:57:54 +0000 2018,0.872,0.352,0.586,0.062
266,68,CNN,Find out the winners from tonight's #GoldenGlobes as they are announced here: https://t.co/HTybCsUOAw https://t.co/KihLWS28Fg,Mon Jan 08 01:56:55 +0000 2018,0.4767,0.193,0.807,0.0
267,69,CNN,"RT @CNNent: #HandmaidsTale wins Best Television Series - Drama. #GoldenGlobes @HandmaidsonHulu
https://t.co/LuhYHym490 https://t.co/2A3tWR9…",Mon Jan 08 01:48:04 +0000 2018,0.836,0.441,0.559,0.0
268,70,CNN,RT @CNNent: Sterling K. Brown wins Best Performance by an Actor in a Television Series - Drama for #ThisisUs #GoldenGlobes @SterlingKBrown…,Mon Jan 08 01:46:19 +0000 2018,0.836,0.317,0.683,0.0
269,71,CNN,"RT @CNNent: Corrected: Rachel Brosnahan wins Best Performance by an Actress in a TV comedy series for #MrsMaisel. #GoldenGlobes
https://t.c…",Mon Jan 08 01:44:16 +0000 2018,0.886,0.394,0.606,0.0
270,72,CNN,A group of A-list actresses brought activists for gender and racial justice to the #GoldenGlobes red carpet https://t.co/klq1SSpFXA,Mon Jan 08 01:39:00 +0000 2018,0.5267,0.175,0.825,0.0
271,73,CNN,RT @CNNent: Elisabeth Moss wins Best Performance by an Actress in a Television Series - Drama for #HandmaidsTale #GoldenGlobes https://t.co…,Mon Jan 08 01:34:19 +0000 2018,0.836,0.331,0.669,0.0
272,74,CNN,RT @CNNent: Rachel Brosnahan @RachelBros wins Best Performance by an Actress in a Motion Picture - Musical or Comedy for #MrsMaisel. #Golde…,Mon Jan 08 01:32:05 +0000 2018,0.886,0.38,0.62,0.0
273,75,CNN,Keep track of all the winners from tonight's Golden Globe Awards here: https://t.co/uTVDvLjqIK https://t.co/LkuMA1OaVo,Mon Jan 08 01:30:38 +0000 2018,0.7269,0.337,0.663,0.0
274,76,CNN,"ABC is staging ""Scandal"" and ""How to Get Away with Murder"" crossover episodes https://t.co/6FGHLtIpGN https://t.co/EAyaPFUUxI",Mon Jan 08 01:30:08 +0000 2018,-0.6908,0.0,0.749,0.251
275,77,CNN,"RT @CNNent: Sam Rockwell wins Best Performance by an Actor in a Supporting Role in a Motion Picture for @3Billboards. #GoldenGlobes
https:/…",Mon Jan 08 01:21:41 +0000 2018,0.8957,0.388,0.612,0.0
276,78,CNN,"RT @CNNent: Nicole Kidman wins Best Performance by an Actress in a Limited Series or TV Movie for @Big_Little_Lies #GoldenGlobes
https://t.…",Mon Jan 08 01:21:27 +0000 2018,0.7906,0.295,0.634,0.071
277,79,CNN,The dresses are black. The pins say #TimesUp. Sunday's Golden Globes are the first awards show since the Harvey Wei… https://t.co/J0wC5DlqUf,Mon Jan 08 01:10:34 +0000 2018,0.4588,0.13,0.87,0.0
278,80,CNN,Children's Health Insurance Program (CHIP) funding could run out as soon as this month in some states… https://t.co/Ce2OpVmHo1,Mon Jan 08 01:00:18 +0000 2018,0.0,0.0,1.0,0.0
279,81,CNN,"All eyes will be on Hollywood on Sunday night for the 75th Annual Golden Globe Awards, and not just for stargazing https://t.co/AfQc8xXNWX",Mon Jan 08 00:50:49 +0000 2018,0.4588,0.125,0.875,0.0
280,82,CNN,"""We've got a crazy leading the North Korea and we've got a crazy in the White House."" Democratic Rep. John Garamend… https://t.co/sJHTmdn94r",Mon Jan 08 00:31:59 +0000 2018,-0.5859,0.0,0.789,0.211
281,83,CNN,"Seth Meyers will host the 75th Annual Golden Globe Awards, where roughly 90 members of the Hollywood Foreign Press… https://t.co/K7nhL8VbXP",Mon Jan 08 00:30:56 +0000 2018,0.4588,0.136,0.864,0.0
282,84,CNN,Pope Francis is having cards printed and distributed showing a 1945 photo of victims of the nuclear bombing of Naga… https://t.co/Qv5IG3bfHa,Mon Jan 08 00:00:27 +0000 2018,-0.3182,0.0,0.892,0.108
283,85,CNN,"JetBlue says it's handing out $21 million worth of bonuses to employees because of the corporate tax cut. All 21,00… https://t.co/zZqJOSRMp1",Sun Jan 07 23:30:17 +0000 2018,0.5267,0.215,0.703,0.082
284,86,CNN,"How good the market under President Trump really is, in one chart https://t.co/LbKyzKttJK https://t.co/v4FRDFTsnm",Sun Jan 07 23:00:20 +0000 2018,0.4404,0.182,0.818,0.0
285,87,CNN,President Trump's first-year jobs record was strong. Just not as strong as Obama's last year.… https://t.co/TVAODRSUN9,Sun Jan 07 22:45:08 +0000 2018,0.765,0.32,0.68,0.0
286,88,CNN,"The Trump administration has revealed its master plan for securing the border — and it's going to cost $33 billion,… https://t.co/NQBatUrJcM",Sun Jan 07 22:30:06 +0000 2018,0.3182,0.108,0.892,0.0
287,89,CNN,"The skeletons of two ancient infants, who lived and died in Alaska 11,500 years ago, are helping tell the story of… https://t.co/h44WrSRDmc",Sun Jan 07 22:15:08 +0000 2018,-0.34,0.085,0.775,0.14
288,90,CNN,"""We're in a real constitutional crisis."" Investigative reporter Carl Bernstein says the task of reporting on Presid… https://t.co/zoyWnqMcHs",Sun Jan 07 22:00:21 +0000 2018,0.0,0.0,1.0,0.0
289,91,CNN,"World's longest glass bridge opens in Hebei, China https://t.co/qlgLreGWd7 (via @CNNTravel) https://t.co/OFhnsCXGVO",Sun Jan 07 21:45:07 +0000 2018,0.0,0.0,1.0,0.0
290,92,CNN,"""I think that he (President Trump) always has to keep (North Korean leader) Kim (Jong Un) on his toes."" - US ambass… https://t.co/46WNth7M6i",Sun Jan 07 21:30:06 +0000 2018,0.0,0.0,1.0,0.0
291,93,CNN,The 24 most grotesque lines from Jake Tapper's interview of White House senior adviser Stephen Miller… https://t.co/ZLfTHW5TpW,Sun Jan 07 21:15:07 +0000 2018,0.0,0.0,1.0,0.0
292,94,CNN,Women share #WhyWeWearBlack ahead of Golden Globes https://t.co/iW0GJiOcdW https://t.co/rRtZ5TQnb5,Sun Jan 07 21:00:09 +0000 2018,0.296,0.216,0.784,0.0
293,95,CNN,Secretary of State Rex Tillerson's new line: President Trump is right on everything https://t.co/0Fjo7jSt6r (via @CNNOpinion),Sun Jan 07 20:45:04 +0000 2018,0.0,0.0,1.0,0.0
294,96,CNN,CIA director defends President Trump's mental abilities https://t.co/M8fQoFNtj9 https://t.co/cDtkvoQA0T,Sun Jan 07 20:30:09 +0000 2018,0.25,0.2,0.8,0.0
295,97,CNN,Water leak floods crowded JFK Airport baggage claim https://t.co/lyAB2vXjz4 https://t.co/ZzjBrTMoK5,Sun Jan 07 20:15:10 +0000 2018,-0.34,0.0,0.789,0.211
296,98,CNN,"""Fire and Fury"" author Michael Wolff says the 25th Amendment — which addresses the transition of powers if a presid… https://t.co/9DJWpEtppT",Sun Jan 07 20:00:09 +0000 2018,-0.7269,0.0,0.736,0.264
297,99,CNN,"Here is former White House chief strategist Steve Bannon's full statement on comments attributed to him in ""Fire an… https://t.co/WFgbuLgpEn",Sun Jan 07 19:45:09 +0000 2018,-0.34,0.0,0.888,0.112
298,100,CNN,"Two commercial planes collide on the ground in Toronto, sparking a small fire and prompting the evacuation of dozen… https://t.co/tozpXKwIAc",Sun Jan 07 19:30:56 +0000 2018,-0.4019,0.0,0.821,0.179
299,1,FoxNews,".@MissDiagnosis: ""Morally, [Noor Salman's] as implicated in the killings as her husband."" https://t.co/oNGJxeEPei https://t.co/4lR3VaxbGg",Mon Jan 08 04:56:04 +0000 2018,-0.6705,0.0,0.743,0.257
300,2,FoxNews,".@ThomTillis: ""There's a compelling humanitarian reason for securing the border: Thousands of people die trying to… https://t.co/mt4fch74wm",Mon Jan 08 04:56:03 +0000 2018,-0.1779,0.199,0.616,0.185
301,3,FoxNews,Do you agree with Gov. @MartinOMalley? https://t.co/A7BFQiEjQS https://t.co/wpYdnL34eP,Mon Jan 08 04:53:03 +0000 2018,0.3612,0.263,0.737,0.0
302,4,FoxNews,"On ""Sunday Morning Futures with @MariaBartiromo,"" Sen. @ThomTillis slammed Democrats who have changed their tune ra… https://t.co/2XuiHOozSG",Mon Jan 08 04:52:01 +0000 2018,0.0,0.0,1.0,0.0
303,5,FoxNews,"This morning on ""Fox &amp; Friends,"" hosts @PeteHegseth, @LisaMarieBoothe, and @GriffJenkins pointed out the big change… https://t.co/cQWUsaaoH6",Mon Jan 08 04:45:02 +0000 2018,0.0,0.0,1.0,0.0
304,6,FoxNews,.@AlanDersh Blasts Fellow Dems Over Claims Trump Is Mentally Ill https://t.co/HWAh4Y9nmB https://t.co/26usWuaNZQ,Mon Jan 08 04:44:03 +0000 2018,-0.4215,0.0,0.797,0.203
305,7,FoxNews,".@LawrenceBJones3: ""I don't even believe we should be talking about this DACA issue until we take care of American… https://t.co/t2zpaXcfXL",Mon Jan 08 04:36:05 +0000 2018,0.4939,0.144,0.856,0.0
306,8,FoxNews,"On @MediaBuzzFNC, Anthony @Scaramucci slammed Michael Wolff's book ""Fire and Fury,"" and defended the accomplishment… https://t.co/ogTOr1GBEs",Mon Jan 08 04:35:05 +0000 2018,-0.34,0.0,0.862,0.138
307,9,FoxNews,"This morning on @foxandfriends, @LisaMarieBoothe discussed @TheDemocrats' recent approach to the issue of illegal i… https://t.co/lqwEsXqqUR",Mon Jan 08 04:30:01 +0000 2018,-0.5574,0.0,0.806,0.194
308,10,FoxNews,".@BillClinton in 1996: ""We are increasing border controls by 50%. We are increasing inspections to prevent the hiri… https://t.co/7NhfaCW4Bm",Mon Jan 08 04:28:06 +0000 2018,0.0258,0.058,0.942,0.0
309,11,FoxNews,".@gen_jackkeane: ""North Korea's feeling maximum pressure... Economic sanctions are finally starting to take hold."" https://t.co/n3p6ycGRC7",Mon Jan 08 04:22:06 +0000 2018,0.128,0.097,0.903,0.0
310,12,FoxNews,".@dbongino: ""Let me show you in about a minute or less what a hoax this whole thing is, this Russian collusion nons… https://t.co/FNoe5I5ojE",Mon Jan 08 04:19:05 +0000 2018,-0.2075,0.0,0.917,0.083
311,13,FoxNews,Scientologist Elisabeth Moss slammed for 'hypocritical' Golden Globes speech https://t.co/2EePtKzBOq,Mon Jan 08 04:03:45 +0000 2018,0.0,0.0,1.0,0.0
312,14,FoxNews,Bannon expresses 'regret' for comments attributed to him in 'Fire and Fury' https://t.co/MIZB00ocAI https://t.co/hGbyREuSOD,Mon Jan 08 04:00:03 +0000 2018,-0.7269,0.0,0.663,0.337
313,15,FoxNews,"RIGHT NOW: @WilliamJBennett hosts ""The Wise Guys,"" a powerful discussion on America's future - Tune in at 8p &amp; 11p… https://t.co/kgPH4m1yQ9",Mon Jan 08 04:00:01 +0000 2018,0.7096,0.258,0.742,0.0
314,16,FoxNews,"Chris Christie thinks he'd be president if Trump hadn't run, report says https://t.co/5TS5m3lw0B",Mon Jan 08 03:53:00 +0000 2018,0.0,0.0,1.0,0.0
315,17,FoxNews,"Earlier, @PressSec tweeted about the criticism President @realDonaldTrump receives from @TheDemocrats. https://t.co/vgaIo6Mnvz",Mon Jan 08 03:52:16 +0000 2018,-0.4404,0.0,0.791,0.209
316,18,FoxNews,".@RepMarkMeadows on new Clinton probe: ""If the attorney general is willing to be transparent, we'll applaud him...… https://t.co/u5rdqB0mvG",Mon Jan 08 03:46:07 +0000 2018,0.4588,0.15,0.85,0.0
317,19,FoxNews,".@CLewandowski_: ""North Korea has to understand, there are consequences and the @UN has to act in a capacity that s… https://t.co/kaHeerTK82",Mon Jan 08 03:21:03 +0000 2018,0.0,0.0,1.0,0.0
318,20,FoxNews,"New York's JFK Airport hit with massive delays, angry passengers after 'bomb cyclone' https://t.co/sNGrkna9ef",Mon Jan 08 03:09:00 +0000 2018,-0.7579,0.0,0.649,0.351
319,21,FoxNews,".@MissDiagnosis: ""Morally, [Noor Salman's] as implicated in the killings as her husband."" https://t.co/oNGJxeEPei https://t.co/4lR3VaxbGg",Mon Jan 08 04:56:04 +0000 2018,-0.6705,0.0,0.743,0.257
320,22,FoxNews,".@ThomTillis: ""There's a compelling humanitarian reason for securing the border: Thousands of people die trying to… https://t.co/mt4fch74wm",Mon Jan 08 04:56:03 +0000 2018,-0.1779,0.199,0.616,0.185
321,23,FoxNews,Do you agree with Gov. @MartinOMalley? https://t.co/A7BFQiEjQS https://t.co/wpYdnL34eP,Mon Jan 08 04:53:03 +0000 2018,0.3612,0.263,0.737,0.0
322,24,FoxNews,"On ""Sunday Morning Futures with @MariaBartiromo,"" Sen. @ThomTillis slammed Democrats who have changed their tune ra… https://t.co/2XuiHOozSG",Mon Jan 08 04:52:01 +0000 2018,0.0,0.0,1.0,0.0
323,25,FoxNews,"This morning on ""Fox &amp; Friends,"" hosts @PeteHegseth, @LisaMarieBoothe, and @GriffJenkins pointed out the big change… https://t.co/cQWUsaaoH6",Mon Jan 08 04:45:02 +0000 2018,0.0,0.0,1.0,0.0
324,26,FoxNews,.@AlanDersh Blasts Fellow Dems Over Claims Trump Is Mentally Ill https://t.co/HWAh4Y9nmB https://t.co/26usWuaNZQ,Mon Jan 08 04:44:03 +0000 2018,-0.4215,0.0,0.797,0.203
325,27,FoxNews,".@LawrenceBJones3: ""I don't even believe we should be talking about this DACA issue until we take care of American… https://t.co/t2zpaXcfXL",Mon Jan 08 04:36:05 +0000 2018,0.4939,0.144,0.856,0.0
326,28,FoxNews,"On @MediaBuzzFNC, Anthony @Scaramucci slammed Michael Wolff's book ""Fire and Fury,"" and defended the accomplishment… https://t.co/ogTOr1GBEs",Mon Jan 08 04:35:05 +0000 2018,-0.34,0.0,0.862,0.138
327,29,FoxNews,"This morning on @foxandfriends, @LisaMarieBoothe discussed @TheDemocrats' recent approach to the issue of illegal i… https://t.co/lqwEsXqqUR",Mon Jan 08 04:30:01 +0000 2018,-0.5574,0.0,0.806,0.194
328,30,FoxNews,".@BillClinton in 1996: ""We are increasing border controls by 50%. We are increasing inspections to prevent the hiri… https://t.co/7NhfaCW4Bm",Mon Jan 08 04:28:06 +0000 2018,0.0258,0.058,0.942,0.0
329,31,FoxNews,".@gen_jackkeane: ""North Korea's feeling maximum pressure... Economic sanctions are finally starting to take hold."" https://t.co/n3p6ycGRC7",Mon Jan 08 04:22:06 +0000 2018,0.128,0.097,0.903,0.0
330,32,FoxNews,".@dbongino: ""Let me show you in about a minute or less what a hoax this whole thing is, this Russian collusion nons… https://t.co/FNoe5I5ojE",Mon Jan 08 04:19:05 +0000 2018,-0.2075,0.0,0.917,0.083
331,33,FoxNews,Scientologist Elisabeth Moss slammed for 'hypocritical' Golden Globes speech https://t.co/2EePtKzBOq,Mon Jan 08 04:03:45 +0000 2018,0.0,0.0,1.0,0.0
332,34,FoxNews,Bannon expresses 'regret' for comments attributed to him in 'Fire and Fury' https://t.co/MIZB00ocAI https://t.co/hGbyREuSOD,Mon Jan 08 04:00:03 +0000 2018,-0.7269,0.0,0.663,0.337
333,35,FoxNews,"RIGHT NOW: @WilliamJBennett hosts ""The Wise Guys,"" a powerful discussion on America's future - Tune in at 8p &amp; 11p… https://t.co/kgPH4m1yQ9",Mon Jan 08 04:00:01 +0000 2018,0.7096,0.258,0.742,0.0
334,36,FoxNews,"Chris Christie thinks he'd be president if Trump hadn't run, report says https://t.co/5TS5m3lw0B",Mon Jan 08 03:53:00 +0000 2018,0.0,0.0,1.0,0.0
335,37,FoxNews,"Earlier, @PressSec tweeted about the criticism President @realDonaldTrump receives from @TheDemocrats. https://t.co/vgaIo6Mnvz",Mon Jan 08 03:52:16 +0000 2018,-0.4404,0.0,0.791,0.209
336,38,FoxNews,".@RepMarkMeadows on new Clinton probe: ""If the attorney general is willing to be transparent, we'll applaud him...… https://t.co/u5rdqB0mvG",Mon Jan 08 03:46:07 +0000 2018,0.4588,0.15,0.85,0.0
337,39,FoxNews,".@CLewandowski_: ""North Korea has to understand, there are consequences and the @UN has to act in a capacity that s… https://t.co/kaHeerTK82",Mon Jan 08 03:21:03 +0000 2018,0.0,0.0,1.0,0.0
338,40,FoxNews,"New York's JFK Airport hit with massive delays, angry passengers after 'bomb cyclone' https://t.co/sNGrkna9ef",Mon Jan 08 03:09:00 +0000 2018,-0.7579,0.0,0.649,0.351
339,41,FoxNews,Fraternity brothers to be sentenced after allegedly covering up pledge hazing death https://t.co/F79revYE95,Mon Jan 08 03:02:19 +0000 2018,-0.6124,0.0,0.688,0.312
340,42,FoxNews,Blanca Blanco ignores all-black dress code at #GoldenGlobes https://t.co/I2kaS2Sv8K,Mon Jan 08 02:46:07 +0000 2018,-0.2732,0.0,0.792,0.208
341,43,FoxNews,#GoldenGlobes kick off 2018 award season: What to know about the show https://t.co/Dvp9gSj7bs,Mon Jan 08 02:38:17 +0000 2018,0.5423,0.226,0.774,0.0
342,44,FoxNews,"Henry Olsen on DACA: ""People low skilled throughout the developed world are hit by a double whammy of competition.… https://t.co/Nn2M2r7zAS",Mon Jan 08 02:36:40 +0000 2018,-0.2732,0.0,0.896,0.104
343,45,FoxNews,".@Tim_Canova on DACA: ""We have to have a conversation in this country [of] what it means to be an American and how… https://t.co/9vRiBbF7FN",Mon Jan 08 02:29:00 +0000 2018,0.0,0.0,1.0,0.0
344,46,FoxNews,".@TomiLahren on ""Fire and Fury"": ""It's very sad to me that there are individuals, whether they were in the administ… https://t.co/RTAmgLYxEB",Mon Jan 08 02:24:26 +0000 2018,-0.6997,0.0,0.766,0.234
345,47,FoxNews,"Henry Olsen on ""Fire and Fury"": ""I think that's the biggest story that's coming out of this is that the President i… https://t.co/rnqReXa9UT",Mon Jan 08 02:22:06 +0000 2018,-0.34,0.0,0.902,0.098
346,48,FoxNews,"Iran banning English classes in primary schools citing 'cultural invasion' fears, official says https://t.co/bWJkFG5nNM",Mon Jan 08 02:19:00 +0000 2018,-0.4215,0.0,0.823,0.177
347,49,FoxNews,".@Tim_Canova on ""Fire and Fury"":  ""I'd rather talk about the issues than the personality of the president.""… https://t.co/YcjJ1rEajH",Mon Jan 08 02:12:31 +0000 2018,-0.34,0.0,0.876,0.124
348,50,FoxNews,US Navy plane joins hunt for 32 sailors after Iranian tanker collides with freighter off China https://t.co/aUnI8suUSq,Mon Jan 08 02:11:00 +0000 2018,-0.2732,0.0,0.884,0.116
349,51,FoxNews,"EXCLUSIVE: UNICEF using biased information to blacklist Israel military, critics say https://t.co/fWUeiaxR2n",Mon Jan 08 02:04:00 +0000 2018,-0.2656,0.144,0.579,0.277
350,52,FoxNews,"Golden Globes host Seth Meyers mocks Harvey Weinstein, Kevin Spacey https://t.co/GYxuusbYQ1",Mon Jan 08 01:57:00 +0000 2018,-0.4588,0.0,0.769,0.231
351,53,FoxNews,".@AlanDersh: ""Separation of church and state can't ever be absolute. The church and the synagogue are part of socie… https://t.co/BB6b92FldF",Mon Jan 08 01:52:26 +0000 2018,0.0,0.0,1.0,0.0
352,54,FoxNews,".@OliverNorthFNC: ""The sequester that was imposed on our military for the last five years of the Obama administrati… https://t.co/jX4WlKRGPn",Mon Jan 08 01:47:43 +0000 2018,-0.0772,0.0,0.933,0.067
353,55,FoxNews,"Yesterday, @SenSanders commented on President @realDonaldTrump's administration asking Congress for $18 billion to… https://t.co/JSSCIQIZOg",Mon Jan 08 01:43:02 +0000 2018,0.0,0.0,1.0,0.0
354,56,FoxNews,Moody Blues rocker Ray Thomas dies before Hall of Fame induction ceremony https://t.co/jAujADJTkH,Mon Jan 08 01:40:00 +0000 2018,0.1027,0.177,0.671,0.152
355,57,FoxNews,"Steve Wynn: ""The only constituency that a successful businessperson has is the jobs he's created, the people that w… https://t.co/t8omlAbmxR",Mon Jan 08 01:36:45 +0000 2018,0.7003,0.254,0.746,0.0
356,58,FoxNews,".@AlanDersh: ""The perception of the disparity of wealth has become greater than ever before because of the media."" https://t.co/593PIZ6hdd",Mon Jan 08 01:32:42 +0000 2018,0.6908,0.251,0.749,0.0
357,59,FoxNews,Connie Britton wears 'poverty is sexist' sweater at the Golden Globes https://t.co/aFAOdxTxIo,Mon Jan 08 01:29:00 +0000 2018,-0.5106,0.0,0.769,0.231
358,60,FoxNews,Town encourages children to smoke during Epiphany https://t.co/SKHKCxSgAl,Mon Jan 08 01:23:16 +0000 2018,0.4404,0.293,0.707,0.0
359,61,FoxNews,".@AriFleischer: ""There are [a lot] of blue collar workers who thought Washington wasn't listening to their voice, a… https://t.co/gOVlTTfZaK",Mon Jan 08 01:16:44 +0000 2018,0.0,0.0,1.0,0.0
360,62,FoxNews,"RIGHT NOW: @WilliamJBennett hosts ""The Wise Guys,"" a powerful discussion on America's future - Tune in at 8p &amp; 11p… https://t.co/9kGQEmiGVt",Mon Jan 08 01:00:01 +0000 2018,0.7096,0.258,0.742,0.0
361,63,FoxNews,".@WalidPhares: ""We're not gonna stop the sanctions at a time where the Iranian regime is becoming and showing a lot… https://t.co/qH74DgMD2b",Mon Jan 08 00:58:38 +0000 2018,0.2235,0.095,0.905,0.0
362,64,FoxNews,.@newtgingrich: @realDonaldTrump is right -- we need welfare reform https://t.co/EdDvPivrID,Mon Jan 08 00:45:00 +0000 2018,0.0,0.0,1.0,0.0
363,65,FoxNews,Debra Messing slams E! over wage equality during live Golden Globes red carpet interview https://t.co/GoGMcfGhBz,Mon Jan 08 00:43:00 +0000 2018,0.0,0.0,1.0,0.0
364,66,FoxNews,"De Blasio to travel 'all around' America, denies it's a dry run for WH campaign https://t.co/WkCqvFToHu",Mon Jan 08 00:33:00 +0000 2018,-0.4215,0.0,0.833,0.167
365,67,FoxNews,".@lindsemcpherson on Dems working with @POTUS: ""Why would they work with him to give him a big win on a legislative… https://t.co/nHF7R084Ww",Mon Jan 08 00:23:50 +0000 2018,0.5859,0.167,0.833,0.0
366,68,FoxNews,E! replaces 'Who are you wearing' with questions about black attire at the 2018 Golden Globes https://t.co/hiEno9DqMs,Mon Jan 08 00:23:00 +0000 2018,0.0,0.0,1.0,0.0
367,69,FoxNews,".@lindsemcpherson on Dems working with @POTUS: ""Democrats have no real incentive to work with the president when th… https://t.co/ABrQYNfmvj",Mon Jan 08 00:22:05 +0000 2018,0.0772,0.115,0.783,0.101
368,70,FoxNews,Former Dem 2016 Candidate: Let 'Obsessed' Trump Build Wall If It Saves DACA https://t.co/1vzt1dhJzy,Mon Jan 08 00:14:32 +0000 2018,0.0,0.0,1.0,0.0
369,71,FoxNews,".@JSchanzer on Iran nuclear deal: ""The Iranians, there's no doubt they got just about everything they possibly coul… https://t.co/SqWLlKOyfr",Mon Jan 08 00:02:31 +0000 2018,-0.5719,0.0,0.783,0.217
370,72,FoxNews,"Math teacher accused of multiple sex romps, sending lewd photos to student, sentenced https://t.co/hCwq8lgTdX",Sun Jan 07 23:54:52 +0000 2018,-0.3182,0.0,0.784,0.216
371,73,FoxNews,Celebrities wear black to the #GoldenGlobes to protest sexual harassment in the entertainment industry.… https://t.co/fugBDQxsLr,Sun Jan 07 23:48:23 +0000 2018,-0.4019,0.138,0.591,0.271
372,74,FoxNews,"Feds to seek retrial in Bundy case, as sting of mistrial lingers
 https://t.co/JAoHs6kdF0",Sun Jan 07 23:37:00 +0000 2018,0.0,0.0,1.0,0.0
373,75,FoxNews,".@Jamie_Weinstein on calls for Sessions to resign: ""He is an embattled man and I think he's been an embattled attor… https://t.co/LDRZyJnJyI",Sun Jan 07 23:28:29 +0000 2018,-0.34,0.0,0.888,0.112
374,76,FoxNews,".@ArthelNeville: ""Is the AG trying to appease @POTUS?""

@Jamie_Weinstein: ""I think the attorney general has been em… https://t.co/BdYEOOa62R",Sun Jan 07 23:21:31 +0000 2018,0.2732,0.11,0.89,0.0
375,77,FoxNews,NJ man arrested 92 times gets decades in prison for killing son's mom https://t.co/S2UxsC3Nk6,Sun Jan 07 23:16:00 +0000 2018,-0.8957,0.0,0.505,0.495
376,78,FoxNews,Antifa member ordered to pay legal fees of Berkeley conservative over attempted restraining order https://t.co/2boASDxYcv,Sun Jan 07 23:11:00 +0000 2018,0.0258,0.094,0.818,0.088
377,79,FoxNews,"OPINION: Pot is dangerous, not funny -- a doctor tells us why https://t.co/AD8qDFTpzW",Sun Jan 07 23:10:00 +0000 2018,-0.6711,0.0,0.645,0.355
378,80,FoxNews,#GameofThrones actor Kit Harington kicked out of NYC bar https://t.co/NLxWKkgg2k,Sun Jan 07 23:03:00 +0000 2018,0.0,0.0,1.0,0.0
379,81,FoxNews,.@HeyTammyBruce: 'Fake but important' Trump book proves liberals don't care about the truth         https://t.co/P3nDYCY7L2,Sun Jan 07 23:00:01 +0000 2018,-0.088,0.249,0.484,0.266
380,82,FoxNews,".@TomFitton: ""If it's a serious investigation, Mrs. Clinton needs to take some legal counsel and take this more ser… https://t.co/K4LZqQupgT",Sun Jan 07 22:55:06 +0000 2018,0.0516,0.076,0.859,0.066
381,83,FoxNews,".@PMorici1: ""The bottom line here is American companies are doing better since Mr. Trump won the election. They're… https://t.co/aiKKAuJ4up",Sun Jan 07 22:54:04 +0000 2018,0.765,0.28,0.72,0.0
382,84,FoxNews,".@POTUS, yesterday, on Michael Wolff: ""I never interviewed with him in the @WhiteHouse at all. He was never in the… https://t.co/HZA6ece644",Sun Jan 07 22:51:01 +0000 2018,0.0,0.0,1.0,0.0
383,85,FoxNews,"Trump Book Author Recalls WH Visits, Rebuffs Criticism       https://t.co/jrokFD3Wpp",Sun Jan 07 22:48:04 +0000 2018,-0.4404,0.0,0.734,0.266
384,86,FoxNews,Volunteer attacked with machete while delivering meals to the homeless https://t.co/cqVRT725JZ,Sun Jan 07 22:46:21 +0000 2018,-0.4588,0.0,0.769,0.231
385,87,FoxNews,RT @foxnewspolitics: Trump slams 'flunky' CNN star Jake Tapper after Stephen Miller grilling flies off the rails    https://t.co/nwHmPxLnrj,Sun Jan 07 22:46:06 +0000 2018,0.0,0.0,1.0,0.0
386,88,FoxNews,".@POTUS: ""We also obviously went into budgets, and we went into DACA... and we hope that we're going to work out an… https://t.co/Sg90O6ZkOy",Sun Jan 07 22:45:07 +0000 2018,0.4404,0.116,0.884,0.0
